MHK,AMW
GJT,PIH
JAC,PIH
OAK,PIH
NZY,PIH
ABQ,PIH
MCI,PIH
DCA,PIH
OKC,PIH
PUB,PIH
RNO,PIH
TCM,PIH
BWI,PIH
LEX,PIH
CMH,PIH
RDM,PIH
EUG,PIH
CLE,PIH
JFK,PIH
IND,PIH
BLI,PIH
MKE,PIH
BIF,PIH
IAH,PIH
DQF,PIH
GFK,PIH
FLG,PIH
MSO,PIH
GCC,PIH
SMF,RBL
DFW,RIV
TCM,RIV
ABQ,RIV
ELP,RIV
ANC,RIV
MCI,RIV
MSP,RIV
LAX,RIV
TUS,RIV
FAT,RIV
BGR,RIV
SYR,RIV
JFK,RIV
ORD,RIV
IAH,RIV
AMA,RIV
OKC,RIV
LAS,RIV
HSV,RIV
MHR,RIV
NZY,RIV
PHX,RIV
BFI,RIV
OAK,RIV
RFD,RIV
PDX,RIV
BWI,RIV
ATL,RIV
SFO,RIV
SLC,RIV
FLL,RIV
BOS,RIV
LAW,RIV
CHS,RIV
SEA,RIV
DTW,RIV
BIF,RIV
MUO,RIV
ACY,RIV
STL,RIV
MKE,RIV
PIT,RIV
LCK,RIV
HIK,RIV
LBB,RIV
GRK,RIV
MSN,RIV
MIA,RIV
RIV,RIV
EIL,RIV
SCE,RIV
COS,RIV
SGF,RIV
PIT,RST
CVG,RST
STL,RST
SNA,RST
MSP,RST
MCI,RST
IAD,RST
GFK,RST
CID,RST
BWI,RST
GRB,RST
LAS,RST
LSE,RST
FLL,RST
SLC,RST
PHL,RST
SFO,RST
TUS,RST
MIA,RST
DFW,RST
EWR,RST
CMH,RST
GEG,RST
PHX,RST
BDL,RST
LGA,RST
ORD,RST
DTW,RST
PDX,RST
CLE,RST
MKE,RST
SAN,RST
DSM,RST
GRR,RST
SEA,RST
MCO,RST
DAY,RST
TPA,RST
BOS,RST
OMA,RST
EKO,RST
MDW,RST
ANC,RST
MEM,RST
MSN,RST
FAR,RST
DCA,RST
ABQ,RST
LAX,RST
RNO,RST
SJC,RST
EAU,RST
ATL,RST
MSY,RST
CLT,RST
BIL,RST
RDU,RST
ROC,RST
FSD,RST
ALB,RST
ATW,RST
LNK,RST
HOU,RST
BUF,RST
SUX,RST
IND,RST
RAP,RST
BNA,RST
AZO,RST
ALO,RST
TVC,RST
PIA,RST
AUS,RST
FNT,RST
OKC,RST
BIS,RST
ABR,RST
YIP,RST
IAH,RST
CWA,RST
BJI,RST
SAT,RST
JFK,RST
FAI,RST
TYS,RST
MBS,RST
ADS,RST
DLH,RST
MOT,RST
BZN,RST
ILN,RST
SGF,RST
JAX,RST
GBG,RST
PVD,RST
RST,RST
HSV,RST
SUS,RST
FSM,RST
STC,RST
LRD,RST
JAC,RST
DPA,RST
DBQ,RST
FWA,RST
LBF,RST
DAL,RST
PIR,RST
MSO,RST
BRD,RST
BIF,RST
CPR,RST
MHT,RST
BTV,RST
RIC,RST
RFD,RST
IDA,RST
SMF,RST
MKC,RST
AZA,RST
ROA,RST
OWA,RST
SFB,RST
LCK,RST
BHM,RST
IAD,ROC
DCA,ROC
MCI,ROC
PHL,ROC
SFO,ROC
ACY,ROC
FLL,ROC
PBI,ROC
BWI,ROC
CLE,ROC
CLT,ROC
SYR,ROC
ABE,ROC
RIC,ROC
PWM,ROC
LGA,ROC
JFK,ROC
BDL,ROC
PHX,ROC
MCO,ROC
RDU,ROC
CMH,ROC
DTW,ROC
ORD,ROC
BUF,ROC
ATL,ROC
BOS,ROC
ALB,ROC
TPA,ROC
EWR,ROC
DAY,ROC
LEX,ROC
STL,ROC
PIT,ROC
MDT,ROC
GSO,ROC
CVG,ROC
BGM,ROC
BTV,ROC
MHT,ROC
ROC,ROC
GRR,ROC
MIA,ROC
IND,ROC
AZO,ROC
SAV,ROC
BGR,ROC
ERI,ROC
DFW,ROC
CRW,ROC
CHS,ROC
PVD,ROC
YIP,ROC
BNA,ROC
ITH,ROC
ELM,ROC
AVP,ROC
BHM,ROC
MSP,ROC
SBN,ROC
JAX,ROC
COU,ROC
SEA,ROC
FNT,ROC
GSP,ROC
MBS,ROC
BFI,ROC
MEM,ROC
MSN,ROC
DPA,ROC
LRD,ROC
HVN,ROC
SAN,ROC
MHK,ROC
TOL,ROC
ROA,ROC
MKG,ROC
ILN,ROC
ICT,ROC
SFB,ROC
RNO,ROC
CAK,ROC
FWA,ROC
HOU,ROC
IAH,ROC
MDW,ROC
PWK,ROC
LIT,ROC
YNG,ROC
LAX,ROC
ISO,ROC
DSM,ROC
LAS,ROC
CKB,ROC
XNA,ROC
PKB,ROC
ILM,ROC
MSY,ROC
MKE,ROC
PBG,ROC
IPT,ROC
TYS,ROC
AGS,ROC
TUL,ROC
FAY,ROC
EWR,SBY
BWI,SBY
PHL,SBY
PIT,SBY
GSP,SBY
DCA,SBY
IAD,SBY
IND,SBY
CLT,SBY
RIC,SBY
LGA,SBY
ROA,SBY
CHO,SBY
ORD,SBY
RDU,SBY
MDT,SBY
BGR,SBY
SBY,SBY
HVN,SBY
LRD,SRW
JAX,SRW
MCI,SRW
SAT,SRW
DFW,SAN
FAT,SAN
RNO,SAN
OMA,SAN
TUL,SAN
MIA,SAN
YUM,SAN
TUS,SAN
SFO,SAN
SLC,SAN
GJT,SAN
SEA,SAN
PHX,SAN
OAK,SAN
HNL,SAN
JFK,SAN
CLT,SAN
LAS,SAN
SJC,SAN
PDX,SAN
MSP,SAN
FSD,SAN
IAD,SAN
LAX,SAN
MCI,SAN
ABQ,SAN
SNA,SAN
STL,SAN
BNA,SAN
MKE,SAN
SMF,SAN
CVG,SAN
PIT,SAN
DTW,SAN
ELP,SAN
IAH,SAN
ORD,SAN
ATL,SAN
HOU,SAN
BDL,SAN
GEG,SAN
ICT,SAN
MEM,SAN
MCO,SAN
LBB,SAN
AUS,SAN
EKO,SAN
TPA,SAN
BOS,SAN
OKC,SAN
PHL,SAN
DCA,SAN
IND,SAN
BFL,SAN
GRR,SAN
CMH,SAN
ATW,SAN
COS,SAN
EWR,SAN
SBA,SAN
AMA,SAN
LNK,SAN
CLE,SAN
ANC,SAN
FLL,SAN
SAN,SAN
ANC,NKX
MDW,SAN
MAF,SAN
MCO,NZY
ANC,NZY
SAT,SAN
HNL,NZY
SAN,NKX
FAI,NZY
MSY,SAN
YIP,SAN
RDU,SAN
DSM,SAN
ABI,SAN
PVU,SAN
OGG,SAN
LUF,NZY
TYS,SAN
IPL,SAN
EDF,NKX
PDX,SDM
IND,NKX
ILN,SAN
LAX,NZY
MHK,SAN
BUF,SAN
CYS,SAN
BFI,SAN
MSN,NZY
SLN,SAN
FOE,SAN
TOL,NKX
EUG,SAN
DFW,NZY
DAY,SAN
AFW,SAN
FWH,NZY
JAX,NZY
SFO,NZY
JAX,SAN
PBI,SAN
FLL,NZY
SLC,NZY
COS,NZY
SAN,NZY
PVD,SAN
PIT,NZY
EVV,SAN
STL,NZY
LGA,SAN
BWI,SAN
GRB,SAN
ABQ,NZY
SHV,SAN
SHV,SDM
LRD,SAN
ACT,NKX
PVU,NZY
TPA,NZY
TOL,SAN
TUS,NZY
ELP,SDM
IAH,NZY
HOU,NZY
PHX,NZY
LBB,NZY
LBL,SDM
LAR,SAN
OAK,SDM
DQF,SAN
ICT,SDM
ICT,NZY
AMA,SDM
IPL,SDM
SBP,SAN
NIP,SAN
OKC,SDM
OKC,NZY
BTV,NZY
MWH,SAN
BNA,NZY
PIH,SAN
VGT,MYF
MKE,NZY
NZY,NKX
MYF,MYF
ATL,NZY
YIP,SDM
ORD,NZY
ORD,NKX
EFD,SAN
MCI,SDM
LIT,SAN
LAX,SDM
IND,NZY
CID,NZY
BTL,NZY
PIA,SAN
SLN,SDM
SLN,NZY
TCM,SAN
ADS,SDM
LRD,SDM
DFW,SDM
DAL,SAN
FTW,SDM
OMA,NZY
TUL,SDM
YUM,SDM
EKO,NZY
BGR,NKX
TUS,NKX
TCM,NZY
CPR,SAN
DNE,NZY
BFI,SDM
DQF,SDM
SEA,NZY
GRK,NKX
HNL,NKX
GPT,NKX
EDF,NZY
GRB,NZY
RFD,NKX
BTR,SAN
MSY,NKX
MSP,NZY
FWA,SAN
IAH,NKX
DRO,SAN
BIF,SAN
MSN,SAN
OAK,NZY
GRK,SAN
DAL,SDM
FTW,SAN
MCE,SAN
MIA,NZY
AUS,NZY
MIA,NKX
CLL,SAN
NKX,SAN
MWH,SDM
BHM,SAN
RFD,SAN
RFD,NZY
SVN,SAN
CMI,SAN
KTN,SAN
SBN,NZY
MHR,SAN
CID,SAN
DFW,NKX
BGR,SAN
ALB,SAN
YUM,NZY
YKM,NZY
JAC,NZY
HIK,NZY
BLI,SAN
AEX,NZY
MHT,SAN
RST,SAN
VGT,SEE
VGT,SAN
POB,NKX
ABQ,SDM
SWO,SAN
DOV,NKX
PUB,SAN
ACV,SAN
COS,NKX
CHO,SAN
PHX,SDM
PUW,SAN
CAE,NZY
HIK,NKX
BDL,SDM
MSO,SAN
LSE,SAN
RIC,NKX
MCI,NKX
MHR,NKX
SAC,SAN
HSV,NZY
CDC,SAN
BIF,NZY
ROW,SDM
AUS,SDM
OPF,SAN
SJC,SNA
SCK,SNA
PDX,SNA
LAS,SNA
SFO,SNA
SLC,SNA
PHL,SNA
DSM,SNA
STL,SNA
SMF,SNA
LAX,SNA
MCI,SNA
MSP,SNA
FAT,SNA
DFW,SNA
ORD,SNA
MDW,SNA
IAH,SNA
OAK,SNA
PHX,SNA
SEA,SNA
BFI,SNA
GEG,SNA
JFK,SNA
SAN,SNA
SBA,SNA
ABQ,SNA
STS,SNA
ICT,SNA
RAP,SNA
IAD,SNA
ATL,SNA
DTW,SNA
ELP,SNA
HIK,NZJ
OMA,SNA
PIT,SNA
BFL,SNA
RNO,SNA
TUS,SNA
EWR,SNA
IND,SNA
LBB,SNA
CVG,SNA
LNK,SNA
BIL,SNA
MEM,SNA
BOS,SNA
CLE,SNA
MAF,SNA
GRR,SNA
AUS,SNA
PBI,SNA
TUL,SNA
OGG,SNA
HNL,SNA
COS,SNA
LIT,SNA
COU,SNA
CMH,SNA
FLL,SNA
AMA,SNA
BWI,SNA
MKE,SNA
DCA,SNA
HOU,SNA
LGA,SNA
MSY,SNA
TPA,SNA
RFD,SNA
CAE,SNA
OKC,SNA
GJT,SNA
BZN,SNA
MOD,SNA
SCF,SNA
BNA,SNA
SAT,SNA
TLH,SNA
LRD,SNA
DAL,SNA
JAN,SNA
HSH,SNA
PNE,SNA
ATW,SNA
VGT,SNA
SDM,SNA
ELP,SBM
YIP,SBM
MSP,STC
ATY,STC
ABR,STC
BRD,STC
BJI,STC
SUX,STC
PIA,STC
BIS,STC
CGI,STC
YIP,STC
ORH,STC
RST,STC
GFK,STC
TVC,STC
MQT,STC
GEG,STC
DLH,STC
ROC,STC
PIR,STC
ALB,STC
SJC,STL
SYR,STL
PDX,STL
CLE,STL
BWI,STL
CLT,STL
LAS,STL
LSV,STL
JFK,STL
HNL,STL
LGA,STL
BDL,STL
ICT,STL
RDU,STL
CMH,STL
SEA,STL
COU,STL
CYS,STL
PHX,STL
MEM,STL
MSN,STL
MCO,STL
OAK,STL
LNK,STL
SAT,STL
MSP,STL
SGF,STL
MSY,STL
FSD,STL
SPI,STL
IND,STL
CID,STL
MCI,STL
DCA,STL
IAD,STL
LAX,STL
LIT,STL
SUX,STL
ABQ,STL
SHV,STL
MDW,STL
ORD,STL
ATL,STL
BUF,STL
IAH,STL
HOU,STL
DTW,STL
DET,STL
ELP,STL
OKC,STL
PHL,STL
SLC,STL
SFO,STL
JAX,STL
CRP,STL
COS,STL
PBI,STL
FLL,STL
BNA,STL
MKE,STL
SNA,STL
ROC,STL
MDT,STL
PIT,STL
GSO,STL
GSP,STL
CVG,STL
BHM,STL
EVV,STL
DSM,STL
CRW,STL
MGM,STL
BOS,STL
MIA,STL
TUL,STL
ALB,STL
BGR,STL
OMA,STL
AUS,STL
ACT,STL
TPA,STL
DFW,STL
DAY,STL
EWR,STL
DAL,STL
MOB,STL
TUS,STL
PIA,STL
PUB,STL
SLN,STL
UIN,STL
FOE,STL
MWA,STL
JLN,STL
BMI,STL
SBN,STL
FYV,STL
TYS,STL
LSE,STL
ALO,STL
CMI,STL
PAH,STL
AMA,STL
BRL,STL
FSM,STL
SAN,STL
LEX,STL
RIV,STL
RAP,STL
DEC,STL
TBN,STL
CGI,STL
EKO,STL
IDA,STL
LBB,STL
SMF,STL
SAV,STL
GEG,STL
YIP,STL
FWA,STL
STL,STL
TWF,STL
GRR,STL
ABE,STL
CAE,STL
LAN,STL
JAN,STL
RST,STL
RIC,STL
RNO,STL
TLH,STL
BTR,STL
BUF,SUS
ELP,SUS
YIP,SUS
BIL,STL
PNS,STL
HSV,STL
FNT,STL
LRD,STL
GJT,STL
DLH,STL
LRD,SUS
GTF,STL
ANC,STL
MSO,STL
PWM,STL
XNA,STL
CHA,STL
BRO,STL
DTW,SUS
MBS,STL
COU,SUS
PVD,STL
SUS,STL
CHS,STL
MHT,STL
BNA,SUS
GYY,STL
FAR,STL
MYR,STL
AZO,STL
OGG,STL
MKG,STL
LCK,STL
ATL,SUS
DET,SUS
MWH,STL
ADS,SUS
TOL,STL
TUP,STL
TOL,SUS
MCN,STL
GYY,SUS
OGD,SUS
YNG,STL
BRO,SUS
CLE,SUS
TYS,SUS
RFD,STL
ROA,STL
MKL,STL
MFR,STL
LAN,CPS
LAN,SUS
OWB,STL
LEX,CPS
STL,SUS
MDH,STL
IRK,STL
DRT,SUS
BWG,STL
AZO,SUS
LAF,STL
CAK,STL
DFW,SUS
AFW,SUS
ADS,STL
SAT,SUS
BTL,STL
ILN,STL
SHV,SUS
BMG,STL
MCI,SUS
GTF,SUS
LAX,SUS
MSP,SUS
SGF,SUS
MDW,SUS
FDY,STL
ORD,CPS
EFD,STL
BZN,STL
GRK,SUS
LWS,STL
GGG,STL
CMH,SUS
RDU,SUS
BFI,STL
CLU,STL
PHX,SUS
CPS,CPS
GSP,SUS
MHK,STL
NZY,STL
ERI,CPS
TPA,SUS
FNT,SUS
CVS,STL
MCE,SUS
LOZ,STL
MIE,STL
DAL,SUS
FTW,STL
CLL,STL
SCE,STL
LWF,SUS
OKC,SUS
FCA,STL
GRB,STL
KTN,STL
SYR,SUS
LGA,SUS
ALO,SUS
AVP,STL
CMI,SUS
AVL,STL
BWI,SUS
SJC,SUS
MRC,STL
BFI,SUS
IRS,STL
SFB,STL
BDL,SUS
GFK,STL
MKC,STL
NEW,STL
DPA,STL
PWK,STL
ACY,STL
PHL,SUS
TVC,SUS
SPS,STL
SBA,STL
FLL,SUS
MKE,SUS
MFD,SUS
MFD,STL
BTV,STL
EAU,STL
GLH,STL
RCA,STL
DHN,STL
BFM,STL
MLU,STL
BOS,SUS
CWA,STL
FOE,SUS
ABY,CPS
FAT,STL
OKK,STL
DAY,SUS
PUB,SUS
PIA,SUS
GRR,SUS
FAY,STL
HBG,SUS
LIT,SUS
TCL,STL
BKL,STL
JHW,STL
SER,STL
CSG,STL
GRK,STL
HKS,STL
JXN,STL
CPS,SUS
AGS,STL
HLM,STL
DPA,SUS
CHO,STL
SVN,STL
NJK,STL
EWR,SUS
ABY,STL
MIA,SUS
ABQ,SUS
SMF,SUS
HUF,STL
IND,SUS
DRT,STL
HOU,SUS
YKM,STL
GPT,STL
VWT,STL
AEX,STL
PIT,SUS
SBM,STL
LAS,SUS
CVG,SUS
GSO,SUS
LUK,STL
LRU,STL
SSC,STL
TVC,CPS
DQF,STL
SFB,SUS
MAF,STL
XNA,SUS
GNV,STL
MOP,STL
SLC,SUS
BTM,STL
CPR,STL
HLN,STL
IAD,SUS
SBN,SUS
ILG,STL
CHA,SUS
MKC,SUS
RIC,CPS
PWM,SUS
EWN,CPS
AZA,STL
PHX,CPS
RDD,STL
MCO,SUS
OAK,SUS
JAC,STL
EVV,SUS
ORD,SUS
ABI,STL
RFD,SUS
AHN,STL
TUL,SUS
ABY,SUS
MSY,CPS
YIP,ASN
ELP,ASN
HLM,ASN
DTW,ASN
BUF,ASN
YNG,ASN
SAT,ASN
CMH,ASN
AZO,ASN
LRD,ASN
DAY,ASN
MIE,ASN
TOL,ASN
BHM,ASN
LCK,ASN
MEM,ASN
CLU,ASN
TCL,THA
PWK,THA
YIP,THA
LRD,THA
OGS,ART
PIT,ART
AGS,ART
AEX,ART
JHW,ART
GRK,ART
SYR,ART
ART,ART
OKC,ART
ALB,ART
BOS,ART
PBG,ART
PIR,ATY
ABR,ATY
STC,ATY
MSP,ATY
BIS,ATY
LNK,ATY
FSD,ATY
RST,ATY
COS,ATY
BRD,ATY
ALW,ATY
LAS,ATY
PUB,ATY
GEG,ATY
BPT,ATY
PIA,ATY
MIA,ATY
GFK,ATY
DAL,ATY
MDW,ATY
ORD,ATY
YNG,ATY
SEA,EAT
BLI,EAT
MWH,EAT
PDX,EAT
YKM,EAT
EUG,EAT
CLM,EAT
GEG,EAT
LWS,EAT
ALW,EAT
PUW,EAT
BZN,EAT
EAT,EAT
HLN,EAT
BIL,EAT
MSO,EAT
FCA,EAT
GTF,EAT
DIK,ISN
BIS,ISN
BIL,ISN
MOT,ISN
GFK,ISN
GCC,ISN
GTF,ISN
CYS,ISN
SHR,ISN
BFF,ISN
RIW,ISN
RIC,ORH
BWI,ORH
DTW,ORH
PIT,ORH
PVD,ORH
BDL,ORH
BOS,ORH
EWR,ORH
PHL,ORH
RDU,ORH
MHT,ORH
GSO,ORH
PWM,ORH
FLL,ORH
MCO,ORH
HVN,ORH
JFK,ORH
ATL,ORH
ORD,ORH
SFB,ORH
CMH,ORH
BGR,ORH
ALB,ORH
ABE,ORH
CKB,ORH
ORH,ORH
CRW,ORH
YIP,ORH
ACY,ORH
MKE,ORH
MSP,ORH
IND,ORH
SYR,ORH
LAN,ORH
MEM,ORH
DAY,ORH
GFK,ORH
IAD,ORH
PGV,ORH
PGD,ORH
MYR,ORH
RFD,ORH
SUS,ORH
CVG,ORH
MIA,ORH
ABQ,ALM
ROW,ALM
LRU,ALM
FMN,ALM
SVC,ALM
PHX,HMN
ANC,HMN
FSM,HMN
LSV,HMN
ACT,HMN
PAM,HMN
ICT,HMN
RDU,HMN
LAX,HMN
BAD,HMN
DMA,HMN
TUS,HMN
IAD,HMN
ELP,ALM
CNM,ALM
RUI,ALM
LNK,HMN
HIF,HMN
ATL,HMN
DFW,ESF
LFT,ESF
LIT,ESF
JAN,ESF
GTR,ESF
MLU,ESF
IAH,ESF
IAH,AEX
ATL,ESF
ATL,AEX
LFT,AEX
SHV,ESF
MLU,AEX
DFW,AEX
GTR,AEX
BPT,ESF
MEI,ESF
MEI,AEX
JAN,AEX
LRD,AEX
LIT,AEX
SHV,AEX
BTR,AEX
CLT,AEX
HSV,AEX
BHM,AEX
BFI,AEX
SVN,AEX
JFK,AEX
OKC,AEX
ELP,AEX
ORD,AEX
MDT,AEX
BNA,AEX
BRO,AEX
POB,AEX
DAY,AEX
BOS,AEX
OPF,AEX
SAV,AEX
BWI,AEX
TYS,AEX
MSP,AEX
DCA,AEX
DTW,AEX
BIF,AEX
LSV,AEX
MKE,AEX
PNS,AEX
GSO,AEX
GSP,AEX
CVG,AEX
AEX,AEX
CHS,AEX
CRW,AEX
ANB,AEX
RDU,AEX
MEM,AEX
FLL,AEX
HLN,AEX
MIA,AEX
PIB,AEX
IND,AEX
XNA,AEX
SGF,AEX
SLC,AEX
LCH,AEX
JAX,AEX
STL,AEX
GLH,AEX
PIT,AEX
MCO,AEX
SEA,AEX
CLE,AEX
ALO,AEX
RIC,AEX
OMA,AEX
BGR,AEX
TCM,AEX
TUS,AEX
DAL,AEX
PDK,AEX
YIP,AEX
MGM,AEX
ARA,AEX
MHK,AEX
SAT,AEX
MSY,AEX
MCI,AEX
IAD,AEX
SUX,AEX
ACY,AEX
PBI,AEX
COS,AEX
ELM,AEX
MOB,AEX
LAW,AEX
CVS,AEX
TUL,AEX
EWR,AEX
NQX,AEX
MSO,AEX
PHX,AEX
LSF,AEX
CAE,AEX
ICT,AEX
RFD,AEX
EDF,AEX
LAS,AEX
ART,AEX
DSM,AEX
GPT,AEX
NIP,AEX
TOL,AEX
CHA,AEX
GRR,AEX
LAX,AEX
PHL,AEX
MHT,AEX
SAN,AEX
CMH,AEX
GGG,AEX
BDL,AEX
FLO,AEX
OAK,AEX
DQF,AEX
AMA,AEX
BPT,AEX
AUS,AEX
LEX,AEX
BDR,AEX
ABQ,AEX
SZL,AEX
OAJ,AEX
CLL,AEX
TPA,AEX
AZA,AEX
LBB,AEX
AVL,AEX
HOT,AEX
GRK,AEX
BUF,AEX
GFK,AEX
BJI,AXN
MSP,AXN
BRD,AXN
ELP,BVX
ATW,BVX
MCI,BVX
SHV,BVX
SRC,BVX
LAX,BLI
RNO,BLI
SEA,BLI
SFO,BLI
PDX,BLI
EKO,BLI
YKM,BLI
GEG,BLI
OAK,BLI
PIT,BLI
EAT,BLI
SLC,BLI
CLM,BLI
ALW,BLI
JNU,BLI
TWF,BLI
LAS,BLI
KTN,BLI
ODW,BLI
IDA,BLI
BIL,BLI
LKE,BLI
OMA,BLI
EUG,BLI
BLI,BLI
MVW,BLI
GTF,BLI
BKL,BLI
LRD,BLI
RDM,BLI
SAN,BLI
ADQ,BLI
DQF,BLI
CMH,BLI
MSO,BLI
LWS,BLI
BFI,BLI
AZA,BLI
MSP,BLI
SJC,BLI
TVC,WBR
DFW,BGS
BYH,BGS
JFK,BGS
LBB,BGS
UCA,BGM
RIC,BGM
BWI,BGM
IAD,BGM
BUF,BGM
PIT,BGM
LEX,BGM
MCO,BGM
ELM,BGM
AVP,BGM
SYR,BGM
DCA,BGM
ITH,BGM
ABE,BGM
ATL,BGM
BDL,BGM
ALB,BGM
ROC,BGM
EWR,BGM
JFK,BGM
CLT,BGM
PHL,BGM
BTV,BGM
MDT,BGM
ORD,BGM
DTW,BGM
GSO,BGM
ERI,BGM
LGA,BGM
SCE,BGM
CVG,BGM
IND,BGM
BGM,BGM
IPT,BGM
CHO,BGM
BOS,BGM
CLE,BGM
MSN,BGM
SUX,BGM
LAX,BHM
SHV,BHM
IAD,BHM
MCI,BHM
CHA,BHM
DCA,BHM
MSY,BHM
MSP,BHM
SAT,BHM
TLH,BHM
IND,BHM
CLT,BHM
CLE,BHM
BWI,BHM
TYS,BHM
ABE,BHM
PDX,BHM
RIC,BHM
BNA,BHM
LEX,BHM
STL,BHM
PNS,BHM
MKE,BHM
HSV,BHM
CHS,BHM
MGM,BHM
CVG,BHM
GSO,BHM
PIT,BHM
MOB,BHM
DFW,BHM
DAY,BHM
EWR,BHM
MIA,BHM
TPA,BHM
BOS,BHM
CAK,BHM
JAN,BHM
MEM,BHM
PHX,BHM
MCO,BHM
SEA,BHM
CAE,BHM
CMH,BHM
RDU,BHM
CSG,BHM
LGA,BHM
BDL,BHM
HOU,BHM
DET,BHM
IAH,BHM
DTW,BHM
ATL,BHM
MDW,BHM
ORD,BHM
BUF,BHM
SLC,BHM
PHL,BHM
JAX,BHM
SFO,BHM
PBI,BHM
FLL,BHM
OKC,BHM
BTR,BHM
LIT,BHM
AGS,BHM
OMA,BHM
TUL,BHM
AUS,BHM
TOL,BHM
ILM,BHM
AVL,BHM
SAN,BHM
MLU,BHM
BGR,BHM
FWA,BHM
GSP,BHM
JFK,BHM
PAH,BHM
LAS,BHM
SAV,BHM
YIP,BHM
ABQ,BHM
SJC,BHM
SNA,BHM
SMF,BHM
DAL,BHM
LRD,BHM
ROA,BHM
GTR,BHM
HNL,BHM
ISO,BHM
TVC,BHM
COS,BHM
MHT,BHM
PWM,BHM
AMA,BHM
AEX,BHM
CRW,BHM
PVD,BHM
ABY,BHM
ADS,BHM
BFM,BHM
OAK,BHM
ROC,BHM
XNA,BHM
GRB,BHM
AFW,BHM
RNO,BHM
GRK,BHM
ILN,BHM
BRO,BHM
CLL,BHM
PGV,BHM
MDT,BHM
BHM,BHM
FTW,BHM
ACT,BHM
ALB,BHM
RFD,BHM
LAF,BHM
SFB,BHM
PFN,BHM
TCL,BHM
GFK,BHM
FYV,BHM
GRR,BHM
GRD,BHM
ANC,BHM
ORH,BHM
FSM,BHM
EAU,BHM
MCN,BHM
TUS,BHM
BIL,BHM
LNK,BHM
CRP,BHM
SCE,BHM
DSM,BHM
GDC,BHM
SGF,BHM
GNV,BHM
SBN,BHM
LFT,BHM
ELP,BHM
TUP,BHM
PIA,BHM
LBB,BHM
JAC,BHM
MEI,BHM
ICT,BHM
GEG,BHM
EYW,BHM
RWI,BHM
FSD,BHM
BMI,BHM
ACY,BHM
ASN,BHM
MCE,BHM
DHN,BHM
FNT,BHM
PWK,BHM
BIF,BHM
BZN,BHM
ATW,BHM
LAN,BHM
MSN,BHM
NQA,BHM
GTF,BHM
FAY,BHM
CID,BHM
CKB,BHM
MFD,BHM
TCM,BHM
LCK,BHM
GPT,BHM
EVV,BHM
BQK,BHM
EUG,BHM
CHO,BHM
BGR,BDR
BOS,BDR
ALB,BDR
BDL,BDR
ROC,BDR
PVD,BDR
PHL,BDR
DCA,BDR
BWI,BDR
RDG,BDR
BDR,BDR
HVN,BDR
EWR,BDR
JRB,BDR
AEX,BDR
IAD,BDR
TLH,BDR
JFK,BDR
CLE,BDR
CWI,BDR
AUG,BDR
PBI,BDR
MKE,BDR
AGS,BDR
MSP,BDR
PWM,BDR
STL,BRL
ORD,BRL
PIA,BRL
UIN,BRL
CID,BRL
BOS,BRL
ALO,BRL
SPI,BRL
PIT,BRL
MCI,BRL
GBD,BRL
MHK,BRL
JLN,BRL
GYY,BRL
TBN,BRL
GRI,BRL
ALB,BTV
BGR,BTV
BOS,BTV
EWR,BTV
DAY,BTV
IAD,BTV
DCA,BTV
RIC,BTV
SYR,BTV
CLE,BTV
PHL,BTV
MHT,BTV
PIT,BTV
LGA,BTV
CMH,BTV
ORD,BTV
BUF,BTV
BWI,BTV
PWM,BTV
DAL,BTV
GSO,BTV
PVD,BTV
CAK,BTV
TPA,BTV
JFK,BTV
MCI,BTV
BDL,BTV
MIA,BTV
CVG,BTV
ROC,BTV
STL,BTV
RDU,BTV
HVN,BTV
IAH,BTV
FLL,BTV
MCO,BTV
ITH,BTV
ORH,BTV
YIP,BTV
ERI,BTV
MDT,BTV
ABE,BTV
JAX,BTV
MSY,BTV
DFW,BTV
GSP,BTV
CLT,BTV
ATL,BTV
BNA,BTV
MSP,BTV
IND,BTV
DTW,BTV
GYY,BTV
MEM,BTV
ILN,BTV
BTV,BTV
SLC,BTV
AVP,BTV
NZY,BTV
MHK,BTV
MKE,BTV
CSG,BTV
COS,BTV
ROA,BTV
GPT,BTV
RWI,BTV
DPA,BTV
SKY,BTV
LSE,BTV
RUT,BTV
LIT,BTV
BMI,BTV
SFO,BTV
TVC,BTV
DLH,BTV
JZU,BTV
ART,BTV
MSN,BTV
PBG,BTV
GFL,BTV
TTN,BTV
CRW,BTV
MYR,BTV
PBI,BTV
CAE,BTV
ALO,MDH
SGF,MDH
CID,MDH
TUL,MDH
ORD,MDH
CMH,MDH
SUS,MDH
EVV,MDH
PIA,MDH
BTR,MDH
RNO,CDC
ORD,CDC
LAX,CDC
SGU,CDC
SVN,CDC
SLC,CDC
FAT,CDC
LAS,CDC
VGT,CDC
BTV,CDC
PHX,CDC
SHV,CDC
IAH,CDC
GJT,CDC
DFW,CDC
TUS,CDC
FAR,CDC
GEG,CDC
GPT,CDC
TYS,CDC
BFL,CDC
SAN,CDC
MWH,CDC
SNA,CDC
AUS,CDC
AMA,CDC
FLL,CDC
LCH,CDC
MWA,CDC
ALO,CDC
FMN,CDC
GFK,CDC
YNG,CDC
FSD,CDC
BZN,CDC
MSO,CDC
COS,CDC
MSP,CDC
SAT,CDC
SUX,CDC
SBP,CDC
PBI,CHS
FLL,CHS
JAX,CHS
PHL,CHS
